TopoID,entryDate,distance,duration,meanSpead,lateness
'TRONROUT0000002223816608','2023-10-12 06:58:04',898392,31119.0,104.0,0.0
'TRONROUT0000002223816659','2023-10-12 07:13:17',235800,9432.0,90.0,0.0
'TRONROUT0000002223817083','2023-10-12 06:59:09',7673952,304096.0,91.0,0.0
'TRONROUT0000002223817872','2023-10-12 07:00:25',1931904,60372.0,115.0,0.0
'TRONROUT0000002223818053','2023-10-12 07:00:47',67050,6705.0,37.0,0.0
'TRONROUT0000002223818056','2023-10-12 06:57:02',6620532,663708.0,63.74501263644674,22.68898209388611
'TRONROUT0000002223818064','2023-10-12 06:57:00',8414775,346103.0,95.1516069057105,2.3852855245683933
'TRONROUT0000002223818353','2023-10-12 06:57:00',14427049,547170.0,95.0,0.0
'TRONROUT0000002223818362','2023-10-12 07:01:19',167880,6995.0,85.0,0.0
'TRONROUT0000002223818468','2023-10-12 07:02:18',6641978,254916.0,94.0,0.0
'TRONROUT0000002244666627','2023-10-12 06:58:00',9396080,368130.0,92.0,0.0
'TRONROUT0000002244666629','2023-10-12 06:57:57',17631737,685581.0,93.0,0.0
'TRONROUT0000002244666721','2023-10-12 06:59:00',2621444,105420.0,90.0,0.0
'TRONROUT0000002244667007','2023-10-12 06:58:41',9111916,314204.0,104.0,0.0
'TRONROUT0000002244668063','2023-10-12 06:57:10',1591489,68937.0,87.84523675627038,0.7535710268811158
'TRONROUT0000002244668066','2023-10-12 07:00:31',137472,5370.0,92.0,0.0
'TRONROUT0000002244668070','2023-10-12 06:58:18',865450,72880.0,43.0,0.0
'TRONROUT0000002330018419','2023-10-12 07:01:09',1940004,71108.0,98.19277279840661,0.11637501778346848
'TRONROUT0000002330018420','2023-10-12 06:57:12',515620,17780.0,103.0,0.0
'TRONROUT0000002330018621','2023-10-12 06:57:37',2700236,273664.0,68.57180335348465,9.607619482148968
'TRONROUT0000002330018622','2023-10-12 07:00:16',1650906,60399.0,99.0,0.0
